,quality,dx,dy,da
0,1.0,2.1690762043,3.8709675371599994,4.43726055735
1,0.0,0.21690762043,0.645161256194,0.680648192751
2,0.0,0.0,0.21505375206500002,0.21505375206500002
3,0.0,0.21690762043,1.07526876032,1.0969283580700002
4,0.0,0.0,0.860215008259,0.860215008259
5,0.0,0.0,0.430107504129,0.430107504129
6,0.0,0.0,0.860215008259,0.860215008259
7,0.0,0.0,1.07526876032,1.07526876032
8,1.0,0.21690762043,4.30107504129,4.30654100487
9,1.0,1.08453810215,4.51612879336,4.64452819705
10,1.0,1.73526096344,4.51612879336,4.83803161311
11,0.0,0.21690762043,1.29032251239,1.30842695699
12,0.0,0.43381524086,1.07526876032,1.15948202665
13,1.0,1.95216858387,4.0860212892300005,4.528413867559999
14,1.0,2.8197990655900003,4.0860212892300005,4.964558061530001
15,0.0,0.21690762043,0.430107504129,0.48170673745399994
16,1.0,0.21690762043,5.16129004955,5.16584590279
17,1.0,0.21690762043,4.30107504129,4.30654100487
18,0.0,0.21690762043,0.21505375206500002,0.305445628677
19,1.0,1.73526096344,4.51612879336,4.83803161311
20,0.0,0.6507228612899999,0.430107504129,0.780020965945
21,0.0,0.21690762043,0.860215008259,0.887140787155
22,0.0,0.21690762043,0.430107504129,0.48170673745399994
23,1.0,2.6028914451599996,3.6559137851,4.48784463628
24,0.0,0.21690762043,0.21505375206500002,0.305445628677
25,1.0,0.86763048172,4.9462362974900005,5.021756282759999
26,1.0,2.6028914451599996,3.8709675371599994,4.664700799519999
27,1.0,0.6507228612899999,4.73118254542,4.775722827
28,0.0,0.43381524086,1.07526876032,1.15948202665
29,1.0,0.0,5.16129004955,5.16129004955
30,1.0,0.0,5.16129004955,5.16129004955
31,0.0,0.0,0.430107504129,0.430107504129
32,0.0,0.86763048172,0.645161256194,1.08121029375
33,0.0,0.21690762043,0.645161256194,0.680648192751
34,1.0,6.29032099247,2.79569877684,6.8836087802199994
35,1.0,4.3381524086,3.6559137851,5.6732064940699996
36,1.0,1.08453810215,5.16129004955,5.2740058656199995
37,1.0,1.73526096344,5.376343801619999,5.6494427410500005
38,1.0,0.43381524086,5.376343801619999,5.3938176031800005
39,1.0,0.43381524086,5.376343801619999,5.3938176031800005
40,0.0,0.21690762043,0.430107504129,0.48170673745399994
41,0.0,0.21690762043,0.430107504129,0.48170673745399994
42,1.0,6.07341337204,2.15053752065,6.44291561449
43,0.0,0.21690762043,0.430107504129,0.48170673745399994
44,1.0,3.03670668602,3.22580628097,4.4302836996399995
45,0.0,0.21690762043,0.645161256194,0.680648192751
46,1.0,1.08453810215,4.51612879336,4.64452819705
47,0.0,0.21690762043,0.645161256194,0.680648192751
48,1.0,2.1690762043,4.0860212892300005,4.62606328924
49,0.0,0.6507228612899999,0.430107504129,0.780020965945
50,0.0,0.0,0.21505375206500002,0.21505375206500002
51,0.0,0.43381524086,0.860215008259,0.963413474909
52,1.0,2.1690762043,4.9462362974900005,5.400939278559999
53,1.0,0.6507228612899999,4.73118254542,4.775722827
54,0.0,0.0,0.430107504129,0.430107504129
55,0.0,0.21690762043,0.430107504129,0.48170673745399994
56,0.0,0.21690762043,0.21505375206500002,0.305445628677
57,0.0,0.0,0.645161256194,0.645161256194
58,0.0,0.0,0.645161256194,0.645161256194
59,1.0,1.08453810215,4.51612879336,4.64452819705
60,1.0,1.08453810215,4.30107504129,4.43570393578
61,0.0,0.43381524086,0.21505375206500002,0.48419394820600004
62,0.0,0.43381524086,0.430107504129,0.610891257353
63,0.0,0.21690762043,1.07526876032,1.0969283580700002
64,1.0,1.95216858387,4.30107504129,4.7233683628
65,1.0,1.3014457225799998,5.59139755368,5.7408612221599995
66,1.0,1.08453810215,4.0860212892300005,4.2275043312900005
67,0.0,0.0,0.860215008259,0.860215008259
68,0.0,0.43381524086,0.860215008259,0.963413474909
69,0.0,0.43381524086,0.860215008259,0.963413474909
70,1.0,1.08453810215,4.0860212892300005,4.2275043312900005
71,1.0,4.3381524086,4.51612879336,6.2621869661
72,0.0,0.0,0.430107504129,0.430107504129
73,1.0,1.95216858387,4.30107504129,4.7233683628
74,0.0,0.43381524086,0.860215008259,0.963413474909
75,0.0,0.86763048172,1.07526876032,1.38166043576
76,1.0,3.03670668602,4.73118254542,5.6218925438900005
77,0.0,0.21690762043,1.07526876032,1.0969283580700002
78,1.0,2.8197990655900003,4.0860212892300005,4.964558061530001
79,0.0,0.21690762043,0.645161256194,0.680648192751
80,0.0,0.21690762043,0.860215008259,0.887140787155
81,0.0,0.6507228612899999,0.430107504129,0.780020965945
82,1.0,1.51835334301,4.9462362974900005,5.17403617931
83,0.0,0.6507228612899999,0.645161256194,0.9163368860299999
84,0.0,0.0,0.645161256194,0.645161256194
85,0.0,0.21690762043,0.430107504129,0.48170673745399994
86,0.0,0.6507228612899999,0.860215008259,1.07861490006
87,1.0,0.43381524086,5.376343801619999,5.3938176031800005
88,0.0,0.0,1.07526876032,1.07526876032
89,0.0,0.0,0.645161256194,0.645161256194
90,1.0,4.77196764946,3.4408600330400003,5.883127825780001
91,1.0,2.38598382473,4.0860212892300005,4.7316475764699994
92,0.0,1.08453810215,0.860215008259,1.3842661432899999
93,0.0,0.21690762043,0.645161256194,0.680648192751
94,1.0,2.8197990655900003,4.0860212892300005,4.964558061530001
95,0.0,0.43381524086,0.645161256194,0.7774501332539999
96,0.0,0.21690762043,0.21505375206500002,0.305445628677
97,0.0,0.43381524086,1.29032251239,1.3612963855000002
98,1.0,1.51835334301,5.376343801619999,5.5866331137300005
99,0.0,0.21690762043,0.860215008259,0.887140787155
100,1.0,4.121244788169999,2.58064502478,4.862549469969999
101,1.0,0.6507228612899999,5.376343801619999,5.4155805704799995
102,0.0,0.21690762043,0.430107504129,0.48170673745399994
103,1.0,1.51835334301,4.30107504129,4.5612107367500005
104,0.0,0.43381524086,1.07526876032,1.15948202665
105,0.0,0.0,0.430107504129,0.430107504129
106,0.0,0.0,0.21505375206500002,0.21505375206500002
107,0.0,0.6507228612899999,0.860215008259,1.07861490006
108,0.0,0.21690762043,0.645161256194,0.680648192751
109,1.0,3.47052192688,3.8709675371599994,5.19893374825
110,0.0,0.21690762043,0.645161256194,0.680648192751
111,0.0,0.21690762043,0.430107504129,0.48170673745399994
112,0.0,0.6507228612899999,0.860215008259,1.07861490006
113,0.0,0.43381524086,0.860215008259,0.963413474909
114,1.0,0.21690762043,4.30107504129,4.30654100487
115,0.0,0.0,0.21505375206500002,0.21505375206500002
116,0.0,0.43381524086,0.430107504129,0.610891257353
117,1.0,4.77196764946,3.4408600330400003,5.883127825780001
118,0.0,0.21690762043,1.29032251239,1.30842695699
119,1.0,0.43381524086,4.9462362974900005,4.965223980219999
120,1.0,1.08453810215,4.51612879336,4.64452819705
121,0.0,0.43381524086,0.430107504129,0.610891257353
122,1.0,5.6395981311800005,3.01075252891,6.392941253559999
123,0.0,0.0,0.645161256194,0.645161256194
124,0.0,0.43381524086,0.645161256194,0.7774501332539999
125,0.0,0.0,0.645161256194,0.645161256194
126,0.0,0.21690762043,0.430107504129,0.48170673745399994
127,0.0,0.0,1.07526876032,1.07526876032
128,1.0,0.43381524086,4.9462362974900005,4.965223980219999
129,0.0,0.21690762043,0.645161256194,0.680648192751
130,1.0,0.86763048172,5.376343801619999,5.445902618119999
131,1.0,1.73526096344,4.73118254542,5.03936691355
